coding_pair_uid,comparison_name,source_mode,actor,actor_label,task,task_label,left_condition,right_condition,dimension,description,winner,winner_side,left_minus_right_score,reason
moral:modgrid_incident_moral:gpt-5.4-mini-or:incident_postmortem:i9:r6,moral,pair_deltas,gpt-5.4-mini-or,GPT-5.4 mini,incident_postmortem,Incident postmortem,moral_high,moral_low,impact_specificity,"Which postmortem quantifies scope, duration, affected systems/users, severity, and business/customer impact better?",B,right,-1.0,"Output B quantifies the impact with specific numbers (140 volunteer records, 3 regions, 90 volunteers, 6 hours of staff time), which is more specific than Output A's general statements."
moral:modgrid_incident_moral:gpt-5.4-mini-or:incident_postmortem:i9:r6,moral,pair_deltas,gpt-5.4-mini-or,GPT-5.4 mini,incident_postmortem,Incident postmortem,moral_high,moral_low,timeline_precision,Which postmortem gives a clearer chronological account with useful timestamps and event sequencing?,B,right,-1.0,"Output B includes a specific date (2026-06-12) for the incident, which adds to its precision. Both provide good chronological accounts with timestamps."
moral:modgrid_incident_moral:gpt-5.4-mini-or:incident_postmortem:i9:r6,moral,pair_deltas,gpt-5.4-mini-or,GPT-5.4 mini,incident_postmortem,Incident postmortem,moral_high,moral_low,root_cause_specificity,Which postmortem identifies the proximate technical failure and the deeper system failure more precisely?,B,right,-1.0,"Output B breaks down the underlying root cause into four distinct, specific points (API, processing pipeline, retry behavior, UI), making it more precise than Output A's broader statements."
moral:modgrid_incident_moral:gpt-5.4-mini-or:incident_postmortem:i9:r6,moral,pair_deltas,gpt-5.4-mini-or,GPT-5.4 mini,incident_postmortem,Incident postmortem,moral_high,moral_low,contributing_factor_analysis,"Which postmortem better separates root cause from contributing factors such as monitoring, process, deployment, review, or testing gaps?",B,right,-1.0,"Output B provides more distinct and detailed contributing factors, such as the original design for low volume, the lack of a specific import period in the uniqueness constraint, and the job runner's retry behavior."
moral:modgrid_incident_moral:gpt-5.4-mini-or:incident_postmortem:i9:r6,moral,pair_deltas,gpt-5.4-mini-or,GPT-5.4 mini,incident_postmortem,Incident postmortem,moral_high,moral_low,detection_observability_analysis,Which postmortem better explains why the incident was not detected earlier or why alerts/dashboards failed?,B,right,-1.0,"Output B explicitly states that 'Monitoring focused on job completion, not record-level invariants' and 'There was no alert for duplicate record growth, so the issue was found by users rather than by automation,' directly addressing detection and observability failures. Output A touches on it but less directly."
moral:modgrid_incident_moral:gpt-5.4-mini-or:incident_postmortem:i9:r6,moral,pair_deltas,gpt-5.4-mini-or,GPT-5.4 mini,incident_postmortem,Incident postmortem,moral_high,moral_low,action_item_concreteness,"Which postmortem gives more concrete, owned, prioritized, and recurrence-preventing action items?",B,right,-1.0,"Output B's action items are slightly more concrete and detailed, for example, 'Add a stable import request ID and ensure repeated submissions of the same batch cannot create duplicate assignments' versus 'Make the import job idempotent by using upsert semantics or pre-insert existence checks'."
moral:modgrid_incident_moral:gpt-5.4-mini-or:incident_postmortem:i9:r6,moral,pair_deltas,gpt-5.4-mini-or,GPT-5.4 mini,incident_postmortem,Incident postmortem,moral_high,moral_low,blameless_systems_framing,Which postmortem avoids individual blame while still giving a candid causal account?,tie,tie,0.0,Both outputs clearly state their blameless intent and focus on system and process failures rather than individual blame.
moral:modgrid_incident_moral:gpt-5.4-mini-or:incident_postmortem:i9:r6,moral,pair_deltas,gpt-5.4-mini-or,GPT-5.4 mini,incident_postmortem,Incident postmortem,moral_high,moral_low,operational_realism,Which postmortem sounds more like a real engineering postmortem rather than a polished but generic template?,B,right,-1.0,"Output B's details, such as the specific date, the mention of 'CSV batch,' 'import service,' and 'import token,' give it a slightly more realistic and granular feel of an engineering postmortem."
moral:modgrid_essay_moral:glm-5.1-or:essay:iPublic museums should be free to all visitors:r6,moral,pair_deltas,glm-5.1-or,GLM-5.1,essay,Essay writing,moral_high,moral_low,thesis_stakes_framing,Which essay presents the central claim and its stakes more clearly and compellingly?,A,right,-1.0,"Output A's thesis statement clearly outlines three distinct reasons for free admission, making its argument structure more apparent from the outset. Output B's thesis is a bit more abstract."
moral:modgrid_essay_moral:glm-5.1-or:essay:iPublic museums should be free to all visitors:r6,moral,pair_deltas,glm-5.1-or,GLM-5.1,essay,Essay writing,moral_high,moral_low,argument_depth,"Which essay gives better causal, economic, ethical, or institutional reasoning rather than generic assertion?",A,right,-1.0,"Output A provides slightly more developed reasoning for each of its points. For example, its discussion of educational accessibility goes beyond just 'stifling development' to explain how free access encourages repeated visits and deeper engagement. Output B's second argument about 'frequent, casual engagement' is good but less developed than A's three distinct points."
moral:modgrid_essay_moral:glm-5.1-or:essay:iPublic museums should be free to all visitors:r6,moral,pair_deltas,glm-5.1-or,GLM-5.1,essay,Essay writing,moral_high,moral_low,concrete_example_quality,"Which essay uses the required concrete example more specifically, plausibly, and usefully?",A,right,-1.0,"Both outputs use the Smithsonian effectively. Output A's example is slightly more specific by mentioning 'a local family and a tourist from abroad' and specific exhibits like the 'Wright Flyer or the Hope Diamond,' making it feel more tangible."
moral:modgrid_essay_moral:glm-5.1-or:essay:iPublic museums should be free to all visitors:r6,moral,pair_deltas,glm-5.1-or,GLM-5.1,essay,Essay writing,moral_high,moral_low,counterargument_qualification,Which essay better anticipates objections or tradeoffs and responds to them?,tie,tie,0.0,"Neither essay explicitly addresses counterarguments or tradeoffs, such as potential funding challenges for museums if admission fees are eliminated."
moral:modgrid_essay_moral:glm-5.1-or:essay:iPublic museums should be free to all visitors:r6,moral,pair_deltas,glm-5.1-or,GLM-5.1,essay,Essay writing,moral_high,moral_low,rhetorical_coherence_closure,"Which essay has better paragraph flow, transitions, and final synthesis?",A,right,-1.0,"Output A has a clearer paragraph structure with distinct topic sentences for each of its three supporting arguments, leading to better flow. Its conclusion also feels more like a synthesis of the points made."
moral:modgrid_essay_moral:glm-5.1-or:essay:iPublic museums should be free to all visitors:r6,moral,pair_deltas,glm-5.1-or,GLM-5.1,essay,Essay writing,moral_high,moral_low,plausibility_overreach,"Which essay better avoids exaggerated, awkward, unsupported, or factually dubious claims?",tie,tie,0.0,Both essays maintain a plausible and well-supported tone without exaggerated or factually dubious claims.
moral:modgrid_incident_moral:qwen3.6-plus-or:incident_postmortem:i13:r8,moral,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,incident_postmortem,Incident postmortem,moral_high,moral_low,impact_specificity,"Which postmortem quantifies scope, duration, affected systems/users, severity, and business/customer impact better?",B,right,-1.0,"B provides more specific numbers for affected students (12,000 vs 4,500), school districts (45 vs 30), and adds a qualitative impact on reputation and social media, which A lacks."
moral:modgrid_incident_moral:qwen3.6-plus-or:incident_postmortem:i13:r8,moral,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,incident_postmortem,Incident postmortem,moral_high,moral_low,timeline_precision,Which postmortem gives a clearer chronological account with useful timestamps and event sequencing?,B,right,-1.0,"B's timeline is slightly more granular, starting earlier with the deployment (07:45 UTC vs 08:15 UTC) and including a 'Post-incident verification completed' step, giving a more complete picture."
moral:modgrid_incident_moral:qwen3.6-plus-or:incident_postmortem:i13:r8,moral,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,incident_postmortem,Incident postmortem,moral_high,moral_low,root_cause_specificity,Which postmortem identifies the proximate technical failure and the deeper system failure more precisely?,B,right,-1.0,"B more precisely identifies the root cause as a 'logic error in the rate-limiting strategy' and explicitly states the assumption of a one-to-one relationship between IP and user, which A implies but doesn't state as clearly."
moral:modgrid_incident_moral:qwen3.6-plus-or:incident_postmortem:i13:r8,moral,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,incident_postmortem,Incident postmortem,moral_high,moral_low,contributing_factor_analysis,"Which postmortem better separates root cause from contributing factors such as monitoring, process, deployment, review, or testing gaps?",B,right,-1.0,"B's contributing factors are slightly more distinct and actionable, particularly 'Communication Gap' which highlights a process failure, whereas A's 'Insufficient Segmentation' is closer to the root cause."
moral:modgrid_incident_moral:qwen3.6-plus-or:incident_postmortem:i13:r8,moral,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,incident_postmortem,Incident postmortem,moral_high,moral_low,detection_observability_analysis,Which postmortem better explains why the incident was not detected earlier or why alerts/dashboards failed?,B,right,-1.0,"B explicitly mentions 'Lack of Granular Metrics' in its contributing factors, detailing how the monitoring dashboard's lack of breakdown by IP subnet delayed identification. A mentions 'Delayed Detection of User Context' but is less specific about the observability gap."
