task,task_label,family,feature_id,feature_label,n_gap,gap_effect,gap_ci_low,gap_ci_high,gap_p,gap_pair_delta_sd,gap_effect_sd,gap_ci_low_sd,gap_ci_high_sd,gap_ci_excludes_zero,n_panel,panel_coef_per_sd,panel_ci_low,panel_ci_high,panel_p,panel_ci_excludes_zero,signs_align,selected,controls_words_for_gap,controls_words_for_panel,definition
essay,Essay writing,Generic text feature,rare_word_rate_per_1k,Rare-word rate per 1k words,2097,6.863609885781581,5.680787886311926,8.046431885251236,5.675150668172457e-30,22.858490574616237,0.30026522807255884,0.24851981664179934,0.35201063950331835,True,2097,0.08146897913601495,0.05105619987356705,0.11188175839846284,1.5177082709804501e-07,True,True,True,True,True,"Eligible alphabetic tokens with wordfreq English Zipf frequency below 3.5, per 1,000 eligible tokens."
essay,Essay writing,Generic text feature,words,Words,2097,5.43109203624225,3.9897055101188843,6.872478562365615,1.5221437882250083e-13,33.70686593930111,0.16112717349701067,0.11836477224858266,0.20388957474543867,True,2097,0.19186906990542746,0.16628550454893432,0.2174526352619206,6.5021506968299845e-49,True,True,True,False,False,Word count.
essay,Essay writing,Generic text feature,positive_words_per_1k,Positive-word rate per 1k words,2097,-2.7747534984788524,-3.4396889316899184,-2.1098180652677865,2.861735775501402e-16,15.20463695020328,-0.18249390022046894,-0.22622631128617188,-0.13876148915476597,True,2097,-0.038094508875720474,-0.06295992668493514,-0.013229091066505813,0.002675307646072603,True,True,True,True,True,"VADER positive-lexicon tokens per 1,000 words."
essay,Essay writing,Generic text feature,negative_words_per_1k,Negative-word rate per 1k words,2097,0.062312379569107734,-0.4554498096303441,0.5800745687685596,0.8135220130974954,11.784782904940249,0.005287528847305794,-0.0386472804212131,0.04922233811582469,False,2097,0.035932171742796185,0.012065519222826906,0.05979882426276546,0.003168945415842592,True,True,False,True,True,"VADER negative-lexicon tokens per 1,000 words."
essay,Essay writing,Generic text feature,mattr_50,MATTR-50,2097,-0.0019496408281154524,-0.0029110378174018047,-0.0009882438388291001,7.045835218149634e-05,0.021832534378909824,-0.08929979425562251,-0.13333485553623403,-0.04526473297501097,True,2097,0.13734555831095166,0.11187950738542549,0.16281160923647783,4.0687767149162837e-26,True,False,False,True,True,Moving-average type-token ratio computed in 50-word windows.
essay,Essay writing,Generic text feature,quantitative_detail_rate,Quantitative detail rate,2097,-0.00540732755167625,-0.2597635213202153,0.24894886621686282,0.9667638401141229,5.602477678307526,-0.0009651671746258113,-0.046365828877106434,0.044435494527854814,False,2097,0.08592831375033035,0.03704705134645394,0.13480957615420675,0.0005700425694617777,True,False,False,True,True,"Numeric tokens plus percentage expressions per 1,000 words."
essay,Essay writing,Generic text feature,paragraphs,Paragraphs,2097,-0.12283995951645149,-0.1602530003803333,-0.08542691865256967,1.231824530316305e-10,0.9151925484009886,-0.13422307658762708,-0.17510304324518927,-0.09334310993006484,True,2097,0.025897864404896,-0.0009437924990428406,0.05273952130883484,0.05861319997219042,False,False,False,True,True,Paragraph count split on blank lines.
essay,Essay writing,Generic text feature,textstat_flesch_kincaid_grade,Flesch-Kincaid grade,2097,-0.13092519529185562,-0.19184403090718177,-0.07000635967652946,2.526921661924686e-05,1.260482399306701,-0.10386911817560324,-0.1521988970355327,-0.05553933931567377,True,2097,0.06412862957329199,0.03772221172835836,0.09053504741822563,1.9368142709090287e-06,True,False,False,True,True,Flesch-Kincaid grade level.
essay,Essay writing,LLM rubric marker,counterargument_qualification,Counterargument/qualification,120,0.2157069143180365,0.056505858209190546,0.3749079704268825,0.007915090460916397,0.7696992755550157,0.2802483010816066,0.07341290293984651,0.4870836992233667,True,120,0.0697235559041301,-0.03906842390724444,0.17851553571550463,0.20906450928318887,False,True,False,True,True,Which essay better anticipates objections or tradeoffs and responds to them?
essay,Essay writing,LLM rubric marker,argument_depth,Argument depth,120,0.1721313542562763,-0.006179099315097442,0.35044180782765,0.05848046356871182,0.9454298149593162,0.18206677167641835,-0.006535756771499046,0.37066930012433574,False,120,0.08538278041428829,-0.022788221262650066,0.19355378209122664,0.12184160150718655,False,True,False,True,True,"Which essay gives better causal, economic, ethical, or institutional reasoning rather than generic assertion?"
essay,Essay writing,LLM rubric marker,concrete_example_quality,Concrete example quality,120,0.16384575686612957,-0.015483261598308928,0.34317477533056806,0.07332962309671968,0.939299160632685,0.17443405012282537,-0.01648384481455285,0.3653519450602036,False,120,0.1935980555434327,0.08283652604674212,0.3043595850401233,0.0006128827571271545,True,True,False,True,True,"Which essay uses the required concrete example more specifically, plausibly, and usefully?"
essay,Essay writing,LLM rubric marker,thesis_stakes_framing,Thesis and stakes framing,120,0.16215290375346986,-0.014680811342939665,0.33898661884987935,0.07229118694086156,0.9209284682848488,0.1760754600793978,-0.015941315583697213,0.3680922357424928,False,120,0.09265213043160123,-0.026442043064716605,0.21174630392791904,0.1273019092727535,False,True,False,True,True,Which essay presents the central claim and its stakes more clearly and compellingly?
essay,Essay writing,LLM rubric marker,rhetorical_coherence_closure,Rhetorical coherence and closure,120,0.14335330764123724,-0.022873241824991203,0.3095798571074657,0.09097086682296361,0.8720689202584119,0.1643830026630908,-0.02622870887109862,0.3549947141972803,False,120,0.1227434835922831,0.01054108037669059,0.2349458868078756,0.03202197999218965,True,True,False,True,True,"Which essay has better paragraph flow, transitions, and final synthesis?"
essay,Essay writing,LLM rubric marker,plausibility_overreach,Avoids plausibility overreach,120,0.003951324772926841,-0.0355651901063011,0.04346783965215478,0.8446228496782282,0.22454435656953592,0.017597078961560146,-0.1583882607857367,0.19358241870885698,False,120,0.052079745633707916,-0.05141982140349584,0.15557931267091168,0.3240111435819151,False,True,False,True,True,"Which essay better avoids exaggerated, awkward, unsupported, or factually dubious claims?"
