task,task_label,family,feature_id,feature_label,n_gap,gap_effect,gap_ci_low,gap_ci_high,gap_p,gap_pair_delta_sd,gap_effect_sd,gap_ci_low_sd,gap_ci_high_sd,gap_ci_excludes_zero,n_panel,panel_coef_per_sd,panel_ci_low,panel_ci_high,panel_p,panel_ci_excludes_zero,signs_align,selected,controls_words_for_gap,controls_words_for_panel,definition
essay,Essay writing,Generic text feature,words,Words,2100,17.030000000000015,15.509752276127028,18.550247723873003,7.562894149493834e-107,37.293341058152144,0.45664988753474367,0.41588529844892164,0.4974144766205657,True,2100,0.20483199619589948,0.17591266536133507,0.2337513270304639,8.094729081506143e-44,True,True,True,False,False,Word count.
essay,Essay writing,Generic text feature,rare_word_rate_per_1k,Rare-word rate per 1k words,2100,10.371241435197131,8.449192481589048,12.293290388805215,3.8495473348541136e-26,22.191129260805607,0.4673597865753959,0.38074639565604135,0.5539731774947504,True,2100,0.09508169354300848,0.07222142924951447,0.11794195783650249,3.5753429167964504e-16,True,True,True,True,True,"Eligible alphabetic tokens with wordfreq English Zipf frequency below 3.5, per 1,000 eligible tokens."
essay,Essay writing,Generic text feature,positive_words_per_1k,Positive-word rate per 1k words,2100,-2.6394068325373974,-3.4148784013089144,-1.8639352637658804,2.539176621375482e-11,15.191448303688095,-0.1737429361423438,-0.22478952191015714,-0.12269635037453043,True,2100,-0.053594507206719176,-0.077024066729315,-0.03016494768412336,7.344617830136851e-06,True,True,True,True,True,"VADER positive-lexicon tokens per 1,000 words."
essay,Essay writing,LLM rubric marker,argument_depth,Argument depth,120,0.34526442767709836,0.14464907906470453,0.5458797762894922,0.0007429648666890683,0.8873527810195855,0.3890948843146498,0.1630119183246374,0.6151778503046622,True,120,0.11873385490411649,0.015021703168227554,0.2224460066400054,0.02483966870099051,True,True,True,True,True,"Which essay gives better causal, economic, ethical, or institutional reasoning rather than generic assertion?"
essay,Essay writing,LLM rubric marker,rhetorical_coherence_closure,Rhetorical coherence and closure,120,0.2425395686030119,0.052738572763662284,0.4323405644423615,0.012258632982467328,0.835110150570231,0.29042823684684077,0.0631516366166203,0.5177048370770613,True,120,0.13277457510739332,0.024020622588650897,0.24152852762613575,0.016715446848310153,True,True,True,True,True,"Which essay has better paragraph flow, transitions, and final synthesis?"
essay,Essay writing,Generic text feature,negative_words_per_1k,Negative-word rate per 1k words,2100,0.3120108919011789,-0.28877443833914485,0.9127962221415027,0.30872393071550874,11.958732308658961,0.026090632673102077,-0.02414757943281763,0.07632884477902178,False,2100,0.019804839691946564,-0.004772465364543808,0.044382144748436936,0.11424349619998668,False,True,False,True,True,"VADER negative-lexicon tokens per 1,000 words."
essay,Essay writing,Generic text feature,quantitative_detail_rate,Quantitative detail rate,2100,0.11827986407858226,-0.13167028042441956,0.36823000858158406,0.3536674598430883,5.095029362678317,0.023214756119954095,-0.02584288942256539,0.07227240166247358,False,2100,0.08813813627124836,0.0621822740828913,0.11409399845960543,2.8222716557405638e-11,True,True,False,True,True,"Numeric tokens plus percentage expressions per 1,000 words."
essay,Essay writing,Generic text feature,textstat_flesch_kincaid_grade,Flesch-Kincaid grade,2100,0.03573858404073503,-0.041014276434020794,0.11249144451549085,0.3614326352481646,1.2622739215040264,0.02831285938170357,-0.03249237406818276,0.0891180928315899,False,2100,0.04279680656196041,0.015892030211586035,0.06970158291233478,0.0018225169217454791,True,True,False,True,True,Flesch-Kincaid grade level.
essay,Essay writing,Generic text feature,mattr_50,MATTR-50,2100,-0.0020097804746045484,-0.003078716814311745,-0.0009408441348973515,0.0002285856362553806,0.02227500535082259,-0.09022581332535257,-0.13821396519655837,-0.04223766145414673,True,2100,0.14120615834713401,0.11702501497131004,0.16538730172295799,2.4781485244959486e-30,True,False,False,True,True,Moving-average type-token ratio computed in 50-word windows.
essay,Essay writing,Generic text feature,paragraphs,Paragraphs,2100,-0.17038047127271222,-0.21516612237528795,-0.12559482017013648,8.88282788899031e-14,0.9297369074751831,-0.18325665024463933,-0.23142689146287468,-0.13508640902640395,True,2100,0.05605708680267746,0.03145272182824653,0.08066145177710839,7.986531692173354e-06,True,False,False,True,True,Paragraph count split on blank lines.
