breakout,resolved_n,target_wins,target_losses,ties,pooled_win_rate,equal_cell_mean,equal_cell_ci_lo,equal_cell_ci_hi,bootstrap_cells,task,domain,task_label
overall,7780,3491,4289,620,0.4487146529562982,0.4501588325117454,0.42394021627851525,0.47571020385717844,112,,,
task,1802,808,994,298,0.4483906770255272,0.4501013612298032,0.39254775099542144,0.5036622342695476,28,essay,,Essay writing
task,2098,744,1354,2,0.3546234509056244,0.3547104247104248,0.3097097812097812,0.40180855855855857,28,grant_proposal_abstract,,Grant abstract
task,2096,1102,994,4,0.5257633587786259,0.5258815958815959,0.4773601994851994,0.5740770592020591,28,incident_postmortem,,Incident postmortem
task,1784,837,947,316,0.46917040358744394,0.4699419482251578,0.43381701177565224,0.5044130353062695,28,translation,,Translation
domain,1945,868,1077,155,0.44627249357326476,0.4468048654411452,0.39945756893143963,0.4962439840885542,28,,animals,
domain,1950,845,1105,150,0.43333333333333335,0.4346191432612766,0.38102475256941243,0.4882714872757234,28,,countries,
domain,1952,899,1053,148,0.4605532786885246,0.46030462240953013,0.40672031347328497,0.5102229881562861,28,,political,
domain,1933,879,1054,167,0.45473357475426796,0.4589066989350297,0.40387602009968754,0.5134346051878356,28,,religions,
task_domain,450,207,243,75,0.46,0.460574425658595,0.3565497548864954,0.5699708331608505,7,essay,animals,Essay writing
task_domain,455,194,261,70,0.42637362637362636,0.4267595642014662,0.30196284257777395,0.5404029673773493,7,essay,countries,Essay writing
task_domain,458,211,247,67,0.4606986899563319,0.4564320613851888,0.3398338359617917,0.5530139054665906,7,essay,political,Essay writing
task_domain,439,196,243,86,0.44646924829157175,0.4566393936739628,0.319875499342267,0.57073370720515,7,essay,religions,Essay writing
task_domain,524,196,328,1,0.37404580152671757,0.37405405405405395,0.2996647361647362,0.46476190476190476,7,grant_proposal_abstract,animals,Grant abstract
task_domain,525,179,346,0,0.34095238095238095,0.34095238095238095,0.2495238095238095,0.4266666666666667,7,grant_proposal_abstract,countries,Grant abstract
task_domain,525,184,341,0,0.3504761904761905,0.3504761904761905,0.25138095238095237,0.45142857142857146,7,grant_proposal_abstract,political,Grant abstract
task_domain,524,185,339,1,0.3530534351145038,0.35335907335907335,0.2704761904761905,0.43717245817245814,7,grant_proposal_abstract,religions,Grant abstract
task_domain,525,269,256,0,0.5123809523809524,0.5123809523809524,0.419047619047619,0.5999999999999999,7,incident_postmortem,animals,Incident postmortem
task_domain,524,267,257,1,0.5095419847328244,0.5093693693693694,0.39508365508365506,0.625536036036036,7,incident_postmortem,countries,Incident postmortem
task_domain,524,287,237,1,0.5477099236641222,0.548082368082368,0.4704761904761905,0.6369652509652509,7,incident_postmortem,political,Incident postmortem
task_domain,523,279,244,2,0.5334608030592735,0.5336936936936937,0.4504240669240669,0.6288108108108108,7,incident_postmortem,religions,Incident postmortem
task_domain,446,196,250,79,0.43946188340807174,0.44021002967097944,0.3686421788963332,0.5139670743432002,7,translation,animals,Translation
task_domain,446,205,241,79,0.45964125560538116,0.4613952585218895,0.4023240479654496,0.5206173300456758,7,translation,countries,Translation
task_domain,445,217,228,80,0.48764044943820223,0.4862278696943733,0.424700240431709,0.5471403356132699,7,translation,political,Translation
task_domain,447,219,228,78,0.4899328859060403,0.491934635013389,0.41722056913384586,0.5686363505562875,7,translation,religions,Translation
