sample_index,coding_pair_uid,comparison_name,source_mode,actor,task,task_label,item_label,item_index,repeat,source_pair_uid,left_condition,right_condition,left_raw_condition,right_raw_condition,left_output_id,right_output_id,left_run_dir,right_run_dir,a_side,b_side,output_a_id,output_b_id,panel_winner_condition,effect_score_left_minus_right
0,direct_instruction:framed_user_strong_headroom:gpt-5.4-mini-or:incident_postmortem:i13:r1:v05998729bac5,direct_instruction,pair_deltas,gpt-5.4-mini-or,incident_postmortem,Incident postmortem,A rate limiter treated shared school IP addresses as abusive traffic and blocked student logins.,5,1,framed_user_strong_headroom:gpt-5.4-mini-or:incident_postmortem:i13:r1:v05998729bac5,direct_high,direct_low,framed_user_strong,framed_neutral,framed_user_strong_headroom:gpt-5.4-mini-or:incident_postmortem:i13:r1:v05998729bac5::a,framed_user_strong_headroom:gpt-5.4-mini-or:incident_postmortem:i13:r1:v05998729bac5::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__framed_user_strong_headroom__gpt-5.4-mini-or__2026-06-13_23-03-02Z__hash-04b1f6366e73,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__framed_user_strong_headroom__gpt-5.4-mini-or__2026-06-13_23-03-02Z__hash-04b1f6366e73,left,right,framed_user_strong_headroom:gpt-5.4-mini-or:incident_postmortem:i13:r1:v05998729bac5::a,framed_user_strong_headroom:gpt-5.4-mini-or:incident_postmortem:i13:r1:v05998729bac5::b,tie,0.0
1,direct_instruction:framed_user_strong_headroom:glm-5.1-or:essay:iPublic museums should be free to all visitors:r1:blockblock01:v506880b0c241,direct_instruction,pair_deltas,glm-5.1-or,essay,Essay writing,Public museums should be free to all visitors,19,1,framed_user_strong_headroom:glm-5.1-or:essay:iPublic museums should be free to all visitors:r1:blockblock01:v506880b0c241,direct_high,direct_low,framed_user_strong,framed_neutral,framed_user_strong_headroom:glm-5.1-or:essay:iPublic museums should be free to all visitors:r1:blockblock01:v506880b0c241::a,framed_user_strong_headroom:glm-5.1-or:essay:iPublic museums should be free to all visitors:r1:blockblock01:v506880b0c241::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_strong_headroom__repeat-block01__glm-5.1-or__2026-06-14_20-09-07Z__hash-c869b42d535c,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_strong_headroom__repeat-block01__glm-5.1-or__2026-06-14_20-09-07Z__hash-c869b42d535c,right,left,framed_user_strong_headroom:glm-5.1-or:essay:iPublic museums should be free to all visitors:r1:blockblock01:v506880b0c241::b,framed_user_strong_headroom:glm-5.1-or:essay:iPublic museums should be free to all visitors:r1:blockblock01:v506880b0c241::a,direct_high,1.0
2,direct_instruction:framed_user_strong_headroom:qwen3.6-plus-or:incident_postmortem:i1:r0:blockblock01:v37397ba7c1a8,direct_instruction,pair_deltas,qwen3.6-plus-or,incident_postmortem,Incident postmortem,"A background job retried failed invoice emails too aggressively and sent duplicates to 31,000 customers.",1,0,framed_user_strong_headroom:qwen3.6-plus-or:incident_postmortem:i1:r0:blockblock01:v37397ba7c1a8,direct_high,direct_low,framed_user_strong,framed_neutral,framed_user_strong_headroom:qwen3.6-plus-or:incident_postmortem:i1:r0:blockblock01:v37397ba7c1a8::a,framed_user_strong_headroom:qwen3.6-plus-or:incident_postmortem:i1:r0:blockblock01:v37397ba7c1a8::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__framed_user_strong_headroom__repeat-block01__qwen3.6-plus-or__2026-06-14_20-09-47Z__hash-5cdcb5ae3c44,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__framed_user_strong_headroom__repeat-block01__qwen3.6-plus-or__2026-06-14_20-09-47Z__hash-5cdcb5ae3c44,left,right,framed_user_strong_headroom:qwen3.6-plus-or:incident_postmortem:i1:r0:blockblock01:v37397ba7c1a8::a,framed_user_strong_headroom:qwen3.6-plus-or:incident_postmortem:i1:r0:blockblock01:v37397ba7c1a8::b,direct_high,1.0
3,direct_instruction:framed_user_strong_headroom:qwen3.6-plus-or:grant_proposal_abstract:i28:r2:veac8ee17f671,direct_instruction,pair_deltas,qwen3.6-plus-or,grant_proposal_abstract,Grant abstract,language-preservation archives for indigenous communities,21,2,framed_user_strong_headroom:qwen3.6-plus-or:grant_proposal_abstract:i28:r2:veac8ee17f671,direct_high,direct_low,framed_user_strong,framed_neutral,framed_user_strong_headroom:qwen3.6-plus-or:grant_proposal_abstract:i28:r2:veac8ee17f671::a,framed_user_strong_headroom:qwen3.6-plus-or:grant_proposal_abstract:i28:r2:veac8ee17f671::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__framed_user_strong_headroom__qwen3.6-plus-or__2026-06-13_23-04-12Z__hash-de4905a43483,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__framed_user_strong_headroom__qwen3.6-plus-or__2026-06-13_23-04-12Z__hash-de4905a43483,left,right,framed_user_strong_headroom:qwen3.6-plus-or:grant_proposal_abstract:i28:r2:veac8ee17f671::a,framed_user_strong_headroom:qwen3.6-plus-or:grant_proposal_abstract:i28:r2:veac8ee17f671::b,tie,0.0
4,direct_instruction:framed_user_strong_headroom:glm-5.1-or:grant_proposal_abstract:i10:r3:blockblock01:v0e6910425f7a,direct_instruction,pair_deltas,glm-5.1-or,grant_proposal_abstract,Grant abstract,community air-quality sensing for asthma management,2,3,framed_user_strong_headroom:glm-5.1-or:grant_proposal_abstract:i10:r3:blockblock01:v0e6910425f7a,direct_high,direct_low,framed_user_strong,framed_neutral,framed_user_strong_headroom:glm-5.1-or:grant_proposal_abstract:i10:r3:blockblock01:v0e6910425f7a::a,framed_user_strong_headroom:glm-5.1-or:grant_proposal_abstract:i10:r3:blockblock01:v0e6910425f7a::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__framed_user_strong_headroom__repeat-block01__glm-5.1-or__2026-06-14_20-09-08Z__hash-0ed42889d404,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__framed_user_strong_headroom__repeat-block01__glm-5.1-or__2026-06-14_20-09-08Z__hash-0ed42889d404,right,left,framed_user_strong_headroom:glm-5.1-or:grant_proposal_abstract:i10:r3:blockblock01:v0e6910425f7a::b,framed_user_strong_headroom:glm-5.1-or:grant_proposal_abstract:i10:r3:blockblock01:v0e6910425f7a::a,direct_high,1.0
5,direct_instruction:framed_user_strong_headroom:qwen3.6-plus-or:translation:i21:r1:blockblock02:v6449fcc9a4a0,direct_instruction,pair_deltas,qwen3.6-plus-or,translation,Translation,另外，今天还将出让白云区同和东坑蟾蜍石北路一幅二类居住用地（R2），用地面积32891平方米（可建设用地30965平方米），建筑面积92895平方米，挂牌起始价61311万元，折合楼面地价6600元/平方米。,14,1,framed_user_strong_headroom:qwen3.6-plus-or:translation:i21:r1:blockblock02:v6449fcc9a4a0,direct_high,direct_low,framed_user_strong,framed_neutral,framed_user_strong_headroom:qwen3.6-plus-or:translation:i21:r1:blockblock02:v6449fcc9a4a0::a,framed_user_strong_headroom:qwen3.6-plus-or:translation:i21:r1:blockblock02:v6449fcc9a4a0::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__framed_user_strong_headroom__repeat-block02__qwen3.6-plus-or__2026-06-14_21-57-50Z__hash-a08d934e2e96,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__framed_user_strong_headroom__repeat-block02__qwen3.6-plus-or__2026-06-14_21-57-50Z__hash-a08d934e2e96,right,left,framed_user_strong_headroom:qwen3.6-plus-or:translation:i21:r1:blockblock02:v6449fcc9a4a0::b,framed_user_strong_headroom:qwen3.6-plus-or:translation:i21:r1:blockblock02:v6449fcc9a4a0::a,tie,0.0
6,direct_instruction:framed_user_strong_headroom:qwen3.5-9b-or:incident_postmortem:i21:r2:vf1cc156db047,direct_instruction,pair_deltas,qwen3.5-9b-or,incident_postmortem,Incident postmortem,A permissions migration briefly gave managers read access to archived customer notes.,14,2,framed_user_strong_headroom:qwen3.5-9b-or:incident_postmortem:i21:r2:vf1cc156db047,direct_high,direct_low,framed_user_strong,framed_neutral,framed_user_strong_headroom:qwen3.5-9b-or:incident_postmortem:i21:r2:vf1cc156db047::a,framed_user_strong_headroom:qwen3.5-9b-or:incident_postmortem:i21:r2:vf1cc156db047::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__framed_user_strong_headroom__qwen3.5-9b-or__2026-06-13_23-04-02Z__hash-2f3a5229eeac,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__framed_user_strong_headroom__qwen3.5-9b-or__2026-06-13_23-04-02Z__hash-2f3a5229eeac,right,left,framed_user_strong_headroom:qwen3.5-9b-or:incident_postmortem:i21:r2:vf1cc156db047::b,framed_user_strong_headroom:qwen3.5-9b-or:incident_postmortem:i21:r2:vf1cc156db047::a,direct_high,1.0
7,direct_instruction:framed_user_strong_headroom:deepseek-v3.2-or:grant_proposal_abstract:i25:r4:v45ef5ac6ce88,direct_instruction,pair_deltas,deepseek-v3.2-or,grant_proposal_abstract,Grant abstract,transit-accessibility audits for wheelchair users,18,4,framed_user_strong_headroom:deepseek-v3.2-or:grant_proposal_abstract:i25:r4:v45ef5ac6ce88,direct_high,direct_low,framed_user_strong,framed_neutral,framed_user_strong_headroom:deepseek-v3.2-or:grant_proposal_abstract:i25:r4:v45ef5ac6ce88::a,framed_user_strong_headroom:deepseek-v3.2-or:grant_proposal_abstract:i25:r4:v45ef5ac6ce88::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__framed_user_strong_headroom__deepseek-v3.2-or__2026-06-13_23-02-51Z__hash-3fccbc26e289,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__framed_user_strong_headroom__deepseek-v3.2-or__2026-06-13_23-02-51Z__hash-3fccbc26e289,left,right,framed_user_strong_headroom:deepseek-v3.2-or:grant_proposal_abstract:i25:r4:v45ef5ac6ce88::a,framed_user_strong_headroom:deepseek-v3.2-or:grant_proposal_abstract:i25:r4:v45ef5ac6ce88::b,direct_high,1.0
8,direct_instruction:framed_user_strong_headroom:glm-5.1-or:incident_postmortem:i21:r2:v9c073072c8f1,direct_instruction,pair_deltas,glm-5.1-or,incident_postmortem,Incident postmortem,A permissions migration briefly gave managers read access to archived customer notes.,14,2,framed_user_strong_headroom:glm-5.1-or:incident_postmortem:i21:r2:v9c073072c8f1,direct_high,direct_low,framed_user_strong,framed_neutral,framed_user_strong_headroom:glm-5.1-or:incident_postmortem:i21:r2:v9c073072c8f1::a,framed_user_strong_headroom:glm-5.1-or:incident_postmortem:i21:r2:v9c073072c8f1::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__framed_user_strong_headroom__glm-5.1-or__2026-06-13_23-03-11Z__hash-933e2e44fa7a,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__framed_user_strong_headroom__glm-5.1-or__2026-06-13_23-03-11Z__hash-933e2e44fa7a,left,right,framed_user_strong_headroom:glm-5.1-or:incident_postmortem:i21:r2:v9c073072c8f1::a,framed_user_strong_headroom:glm-5.1-or:incident_postmortem:i21:r2:v9c073072c8f1::b,direct_low,-1.0
9,direct_instruction:framed_user_strong_headroom:mimo-v25-pro-or:translation:i18:r0:vef3ab26a5c94,direct_instruction,pair_deltas,mimo-v25-pro-or,translation,Translation,2月10日消息：记者昨天从常州市农委获悉，在2016年成功创成国家森林城市的基础上，今年，常州市将深入实施《江苏省常州国家森林城市建设总体规划（2014-2025）》，巩固提升国家森林城市建设成果，建设绿色和谐、全民共享的高品质森林城市。,10,0,framed_user_strong_headroom:mimo-v25-pro-or:translation:i18:r0:vef3ab26a5c94,direct_high,direct_low,framed_user_strong,framed_neutral,framed_user_strong_headroom:mimo-v25-pro-or:translation:i18:r0:vef3ab26a5c94::a,framed_user_strong_headroom:mimo-v25-pro-or:translation:i18:r0:vef3ab26a5c94::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__framed_user_strong_headroom__mimo-v25-pro-or__2026-06-13_23-03-49Z__hash-323de26bb91c,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__framed_user_strong_headroom__mimo-v25-pro-or__2026-06-13_23-03-49Z__hash-323de26bb91c,left,right,framed_user_strong_headroom:mimo-v25-pro-or:translation:i18:r0:vef3ab26a5c94::a,framed_user_strong_headroom:mimo-v25-pro-or:translation:i18:r0:vef3ab26a5c94::b,direct_high,1.0
