task,task_label,dimension,description,n_pairs,n_actors,mean_left_minus_right_equal_actor,ci_low,ci_high,ci_excludes_zero,raw_pair_mean,raw_pair_sd,pct_left_better,pct_right_better,pct_tie_or_not_applicable
essay,Essay writing,argument_depth,"Which essay gives better causal, economic, ethical, or institutional reasoning rather than generic assertion?",119,7,-0.008169934640522875,-0.15756302521008406,0.13048552754435108,False,-0.008403361344537815,0.9957179363666022,0.48739495798319327,0.4957983193277311,0.01680672268907563
essay,Essay writing,concrete_example_quality,"Which essay uses the required concrete example more specifically, plausibly, and usefully?",119,7,-0.20599906629318396,-0.4444444444444445,0.05337009803921522,False,-0.21008403361344538,0.9643997833010176,0.37815126050420167,0.5882352941176471,0.03361344537815126
essay,Essay writing,counterargument_qualification,Which essay better anticipates objections or tradeoffs and responds to them?,119,7,-0.23080065359477128,-0.42016806722689076,-0.014705882352941171,True,-0.23529411764705882,0.799426514286814,0.226890756302521,0.46218487394957986,0.31092436974789917
essay,Essay writing,plausibility_overreach,"Which essay better avoids exaggerated, awkward, unsupported, or factually dubious claims?",119,7,-0.01727357609710551,-0.058823529411764705,0.015873015873015872,False,-0.01680672268907563,0.22486128595319413,0.01680672268907563,0.03361344537815126,0.9495798319327731
essay,Essay writing,rhetorical_coherence_closure,"Which essay has better paragraph flow, transitions, and final synthesis?",119,7,-0.17331932773109246,-0.35294117647058826,0.03466386554621848,False,-0.17647058823529413,0.8795902245424673,0.31092436974789917,0.48739495798319327,0.20168067226890757
essay,Essay writing,thesis_stakes_framing,Which essay presents the central claim and its stakes more clearly and compellingly?,119,7,-0.23027544351073764,-0.3949579831932773,-0.005485527544351094,True,-0.23529411764705882,0.9085831991132498,0.31932773109243695,0.5546218487394958,0.12605042016806722
grant_proposal_abstract,Grant abstract,evaluation_rigor,"Which abstract describes stronger outcomes, design, measurement, comparison/control logic, and analysis plan?",112,7,0.30399159663865544,0.1641281512605042,0.4500175070028009,True,0.30357142857142855,0.9570909915066415,0.6517857142857143,0.3482142857142857,0.0
grant_proposal_abstract,Grant abstract,feasibility_implementation_readiness,"Which abstract gives more credible evidence that the project can actually be executed, including partners, team capacity, timeline, infrastructure, or prior pilots?",112,7,0.051715686274509794,-0.2709339985994398,0.37615546218487245,False,0.05357142857142857,0.9664580611910607,0.49107142857142855,0.4375,0.07142857142857142
grant_proposal_abstract,Grant abstract,intervention_specificity,"Which abstract gives a more concrete account of what will be built, delivered, tested, or changed?",112,7,0.1632352941176471,-0.09727941176470588,0.39859943977591034,False,0.16071428571428573,0.9914369535917213,0.5803571428571429,0.41964285714285715,0.0
grant_proposal_abstract,Grant abstract,measurable_impact,"Which abstract gives more concrete and credible expected impacts, not just larger or more dramatic claims?",112,7,0.0825280112044818,-0.16755514705882354,0.33035714285714285,False,0.08035714285714286,0.9599023304026738,0.5,0.41964285714285715,0.08035714285714286
grant_proposal_abstract,Grant abstract,problem_significance,"Which abstract more clearly states the need, affected population, and consequence of the problem?",112,7,0.2805672268907563,0.13308035714285715,0.4103991596638656,True,0.2767857142857143,0.8077309050229631,0.5,0.22321428571428573,0.2767857142857143
grant_proposal_abstract,Grant abstract,risk_mitigation,Which abstract identifies more realistic risks and more credible mitigation plans?,112,7,0.09807422969187674,-0.16610644257703083,0.37665178571428565,False,0.09821428571428571,0.9860268935221974,0.5357142857142857,0.4375,0.026785714285714284
grant_proposal_abstract,Grant abstract,stakeholder_context_fit,Which abstract better fits the affected community or deployment setting?,112,7,0.03497899159663868,-0.21254201680672266,0.28077731092436975,False,0.03571428571428571,0.8794815367520649,0.4017857142857143,0.36607142857142855,0.23214285714285715
incident_postmortem,Incident postmortem,action_item_concreteness,"Which postmortem gives more concrete, owned, prioritized, and recurrence-preventing action items?",114,7,0.22205882352941178,-0.09012605042016807,0.47478991596638653,False,0.23684210526315788,0.9712926482152251,0.6140350877192983,0.37719298245614036,0.008771929824561403
incident_postmortem,Incident postmortem,blameless_systems_framing,Which postmortem avoids individual blame while still giving a candid causal account?,114,7,0.03459383753501401,-0.010714285714285716,0.08823529411764706,False,0.03508771929824561,0.4965335511911246,0.14035087719298245,0.10526315789473684,0.7543859649122807
incident_postmortem,Incident postmortem,contributing_factor_analysis,"Which postmortem better separates root cause from contributing factors such as monitoring, process, deployment, review, or testing gaps?",114,7,0.35112044817927174,-0.05798319327731088,0.667016806722689,False,0.3684210526315789,0.9337635134346871,0.6842105263157895,0.3157894736842105,0.0
incident_postmortem,Incident postmortem,detection_observability_analysis,Which postmortem better explains why the incident was not detected earlier or why alerts/dashboards failed?,114,7,0.2996498599439776,-0.09159663865546216,0.584112394957982,False,0.3157894736842105,0.943686890041866,0.6491228070175439,0.3333333333333333,0.017543859649122806
incident_postmortem,Incident postmortem,impact_specificity,"Which postmortem quantifies scope, duration, affected systems/users, severity, and business/customer impact better?",114,7,0.42492997198879545,0.09411764705882351,0.6849002100840332,True,0.43859649122807015,0.90265182302807,0.7192982456140351,0.2807017543859649,0.0
incident_postmortem,Incident postmortem,operational_realism,Which postmortem sounds more like a real engineering postmortem rather than a polished but generic template?,114,7,0.31764705882352945,-0.034506302521008385,0.6039915966386554,False,0.3333333333333333,0.9088227011166132,0.631578947368421,0.2982456140350877,0.07017543859649122
incident_postmortem,Incident postmortem,root_cause_specificity,Which postmortem identifies the proximate technical failure and the deeper system failure more precisely?,114,7,0.2807422969187675,-0.11575630252100837,0.5861344537815125,False,0.2982456140350877,0.9587032591682816,0.6491228070175439,0.3508771929824561,0.0
incident_postmortem,Incident postmortem,timeline_precision,Which postmortem gives a clearer chronological account with useful timestamps and event sequencing?,114,7,0.3545518207282913,0.023739495798319337,0.6355567226890748,True,0.3684210526315789,0.9337635134346871,0.6842105263157895,0.3157894736842105,0.0
translation,Translation,additions_omissions,Which translation has fewer unsupported additions and fewer omissions of source meaning?,118,7,-0.04995331465919701,-0.11087768440709618,0.019957983193277302,False,-0.05084745762711865,0.34212652298312657,0.03389830508474576,0.0847457627118644,0.8813559322033898
translation,Translation,fluency_idiomaticity,Which translation reads more naturally and idiomatically in English?,118,7,-0.002450980392156862,-0.11293329831932775,0.11187412464985988,False,0.0,0.7844645405527362,0.3050847457627119,0.3050847457627119,0.3898305084745763
translation,Translation,named_entity_fidelity,"Which translation better handles names, organizations, places, titles, acronyms, and transliterations?",118,7,-0.04995331465919701,-0.15079365079365079,0.05042016806722689,False,-0.05084745762711865,0.5676079305794881,0.13559322033898305,0.1864406779661017,0.6779661016949152
translation,Translation,numeric_factual_fidelity,"Which translation better preserves numbers, dates, currencies, percentages, units, and factual details?",118,7,0.0,-0.025210084033613443,0.025210084033613443,False,0.0,0.1307440900921227,0.00847457627118644,0.00847457627118644,0.9830508474576272
translation,Translation,structural_clarity,"Which translation more clearly handles clauses, lists, appositives, parentheticals, quotation, and sentence breaks while preserving source relations?",118,7,0.00046685340802987897,-0.032679738562091505,0.03361344537815126,False,0.0,0.48919959047022854,0.11864406779661017,0.11864406779661017,0.7627118644067796
